Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
Mar,2,Wednesday,Pontiac,Urban,Thursday,Mar,2,Male,Single,28,Policy Holder,Sport,78148,0,8,400,4,58,54,0,6,34,No,No,External,2,-1,1,1996,Liability
Mar,1,Friday,Toyota,Urban,Wednesday,Mar,2,Male,Married,26,Third Party,Sedan,37583,0,10,400,3,57,58,1,7,31,No,No,External,10,1,1,1996,Collision
Mar,1,Friday,Pontiac,Urban,Monday,Mar,3,Male,Married,32,Policy Holder,Sedan,26591,0,3,400,4,16,59,1,5,33,No,No,External,0,-1,1,1996,All Perils
Feb,5,Tuesday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,53,Policy Holder,Sedan,13564,0,9,400,1,37,41,1,7,44,No,No,External,0,-1,1,1996,All Perils
Feb,4,Monday,Toyota,Urban,Wednesday,Mar,1,Male,Married,28,Third Party,Sedan,20580,0,7,400,4,45,38,1,7,33,No,No,External,10,-1,1,1996,All Perils
Feb,4,Friday,Honda,Urban,Friday,Feb,4,Male,Married,61,Policy Holder,Sedan,25809,0,16,400,3,54,37,1,6,57,No,No,External,0,-1,1,1996,Collision
Feb,4,Friday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,35,Policy Holder,Sport,32686,0,5,400,2,46,39,2,7,32,No,No,External,8,-1,1,1996,Liability
Feb,3,Sunday,Pontiac,Urban,Friday,Feb,4,Male,Married,37,Third Party,Sedan,25642,0,11,400,4,50,31,1,9,40,No,No,External,1,-1,1,1996,Collision
Feb,3,Friday,Toyota,Urban,Friday,Feb,3,Male,Married,43,Third Party,Sedan,13450,0,4,400,2,58,58,0,8,38,No,No,External,10,4,2,1996,All Perils
Feb,3,Sunday,Toyota,Urban,Friday,Feb,4,Male,Married,76,Policy Holder,Sedan,27561,0,14,400,3,35,59,0,10,70,No,No,External,0,-1,1,1996,Collision
Feb,3,Wednesday,VW,Urban,Tuesday,Feb,5,Male,Married,63,Policy Holder,Sedan,42506,0,6,400,3,56,34,1,14,59,No,No,Internal,6,-1,1,1996,Collision
Feb,3,Friday,Mazda,Urban,Wednesday,Mar,3,Male,Married,36,Policy Holder,Sedan,21377,0,6,400,3,39,33,1,7,36,No,No,External,5,-1,1,1996,All Perils
Feb,3,Wednesday,Ford,Urban,Friday,Feb,3,Male,Single,40,Policy Holder,Sedan,35010,0,14,400,3,34,54,1,6,40,No,No,External,5,-1,1,1996,All Perils
Feb,2,Saturday,Pontiac,Urban,Monday,Feb,2,Male,Single,30,Third Party,Sport,38189,0,8,400,3,49,45,4,7,34,Yes,No,External,1,-1,1,1996,Liability
Feb,2,Sunday,Toyota,Urban,Monday,Feb,3,Male,Single,32,Third Party,Sedan,24286,0,4,400,4,46,55,1,6,31,No,No,External,2,-1,7,1996,Collision
Feb,2,Tuesday,Chevrolet,Urban,Sunday,Feb,3,Female,Divorced,43,Policy Holder,Sport,20138,0,7,400,4,60,58,2,7,36,No,No,External,0,-1,1,1996,Liability
Feb,1,Saturday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,30,Policy Holder,Sedan,22219,0,7,400,3,44,52,1,7,31,No,No,External,6,-1,1,1996,Collision
Feb,1,Friday,Mazda,Urban,Tuesday,Mar,3,Male,Single,32,Policy Holder,Sedan,28278,0,12,400,1,48,56,0,6,32,No,No,External,0,-1,1,1996,Collision
Jan,3,Wednesday,Mazda,Urban,Thursday,Jan,3,Male,Married,43,Policy Holder,Sedan,20820,0,7,400,4,55,57,1,15,39,No,No,External,3,-1,1,1996,Collision
Jul,5,Saturday,Honda,Urban,Tuesday,Aug,1,Male,Married,41,Policy Holder,Sedan,37436,1,7,400,1,51,45,4,5,40,No,No,External,0,-1,1,1996,Collision
Jan,2,Monday,Saab,Urban,Wednesday,Feb,3,Female,Single,40,Policy Holder,Sedan,36393,0,10,400,1,57,50,0,7,36,No,No,External,0,-1,1,1996,All Perils
Jan,1,Wednesday,Chevrolet,Urban,Friday,Jan,4,Male,Married,54,Third Party,Sport,30933,0,11,400,4,40,44,4,10,43,No,No,External,2,-1,1,1996,Liability
Dec,5,Wednesday,Honda,Urban,Thursday,Dec,5,Female,Married,29,Policy Holder,Sedan,21917,0,4,400,1,42,48,4,7,35,No,No,External,6,-1,1,1996,All Perils
Oct,5,Friday,Toyota,Urban,Friday,Nov,1,Male,Married,62,Policy Holder,Sedan,22144,0,5,400,3,55,55,1,7,56,No,No,External,9,-1,1,1996,Collision
Jul,5,Saturday,Honda,Urban,Thursday,Aug,1,Male,Single,19,Policy Holder,Sport,70294,1,2,400,4,35,54,3,3,21,No,No,External,5,-1,1,1996,Collision
Oct,3,Wednesday,Toyota,Rural,Thursday,Oct,3,Male,Married,37,Third Party,Sedan,26105,0,15,400,2,38,35,0,6,39,No,No,External,0,-1,1,1996,All Perils
Oct,3,Friday,Toyota,Urban,Wednesday,Oct,3,Male,Married,36,Third Party,Sedan,28670,0,7,700,3,42,42,3,7,38,No,No,External,0,-1,1,1996,Collision
Sep,4,Monday,Chevrolet,Urban,Tuesday,Sep,4,Female,Single,32,Policy Holder,Sedan,26030,0,7,400,2,54,43,0,3,32,Yes,No,External,0,-1,1,1996,Collision
Sep,2,Monday,Pontiac,Urban,Wednesday,Oct,1,Male,Married,54,Third Party,Sedan,26423,0,8,400,2,15,60,1,14,45,No,No,External,0,-1,1,1996,All Perils
Sep,2,Thursday,Toyota,Urban,Tuesday,Sep,4,Male,Married,28,Policy Holder,Sedan,25538,0,9,400,4,43,35,4,6,31,No,No,External,0,8,2,1996,Collision
Aug,5,Wednesday,Honda,Urban,Friday,Sep,1,Male,Single,35,Third Party,Sedan,22441,0,3,400,2,52,51,0,6,33,No,No,External,0,-1,1,1996,All Perils
Aug,1,Monday,Toyota,Urban,Thursday,Aug,1,Male,Married,53,Policy Holder,Sport,31863,0,16,400,3,37,42,4,7,49,No,No,External,0,-1,1,1996,Liability
Jul,5,Sunday,Honda,Urban,Monday,Aug,1,Male,Single,33,Third Party,Sport,86869,0,5,400,1,32,48,0,5,32,No,No,External,0,-1,1,1996,Collision
Jul,2,Monday,Mazda,Urban,Tuesday,Jul,2,Male,Married,77,Third Party,Sedan,22275,0,15,400,4,42,38,0,11,80,No,No,External,1,-1,1,1996,All Perils
Jul,2,Monday,Honda,Urban,Tuesday,Jul,2,Male,Married,42,Third Party,Sport,30191,0,7,400,2,37,49,1,7,36,No,No,External,3,-1,1,1996,Liability
Jun,3,Wednesday,Pontiac,Urban,Monday,Jun,3,Male,Married,39,Third Party,Sedan,36547,0,8,400,4,43,33,1,6,40,No,No,External,1,-1,1,1996,All Perils
Jul,5,Monday,Ford,Rural,Thursday,Sep,3,Male,Married,45,Third Party,Sedan,37601,0,13,400,3,48,45,1,7,40,No,No,External,0,-1,1,1996,Collision
May,3,Sunday,Pontiac,Urban,Monday,May,3,Male,Married,53,Policy Holder,Sport,26222,0,10,400,2,45,45,3,7,44,No,No,External,3,-1,1,1996,Liability
May,2,Tuesday,Pontiac,Rural,Friday,May,2,Male,Married,39,Third Party,Sedan,14101,0,6,400,4,35,54,0,5,39,No,No,External,5,-1,1,1996,All Perils
May,2,Monday,Pontiac,Urban,Tuesday,May,5,Male,Married,52,Policy Holder,Sedan,5746,0,2,400,1,56,55,0,7,43,No,No,External,1,-1,1,1996,All Perils
Apr,2,Monday,Honda,Urban,Monday,Apr,2,Male,Married,28,Third Party,Sport,20492,0,3,400,2,60,55,0,7,33,No,No,External,8,-1,1,1996,Liability
Mar,4,Monday,Toyota,Urban,Wednesday,Apr,1,Female,Single,29,Policy Holder,Sport,26497,0,1,500,3,36,51,1,6,31,No,No,External,0,3,1,1996,Liability
Mar,4,Monday,Honda,Urban,Thursday,Mar,4,Male,Single,0,Policy Holder,Sport,78905,0,9,400,2,41,58,6,0,17,No,No,External,0,-1,1,1996,Liability
Jul,5,Monday,Honda,Urban,Wednesday,Aug,1,Male,Single,33,Third Party,Sedan,26457,0,12,400,1,46,48,1,5,35,No,No,External,0,-1,1,1996,All Perils
Mar,2,Tuesday,Honda,Urban,Wednesday,Mar,2,Male,Single,0,Policy Holder,Sport,79833,0,8,400,1,60,55,6,1,16,No,No,External,0,-1,1,1996,Liability
Mar,1,Sunday,Honda,Rural,Thursday,Mar,2,Male,Single,0,Policy Holder,Sedan,94234,0,7,400,3,35,47,4,0,16,Yes,No,External,0,-1,1,1996,Collision
Mar,1,Sunday,Chevrolet,Urban,Monday,Mar,4,Male,Single,26,Policy Holder,Sport,86600,0,9,400,1,40,41,2,6,34,No,No,Internal,7,-1,1,1996,Liability
Mar,1,Wednesday,Toyota,Urban,Wednesday,Mar,1,Male,Married,27,Third Party,Sedan,33427,0,14,400,1,35,55,1,6,34,No,No,External,0,-1,1,1996,All Perils
Mar,1,Wednesday,Mazda,Urban,Friday,Mar,1,Male,Single,35,Third Party,Sedan,20385,0,4,400,3,37,32,1,6,33,No,No,External,0,-1,1,1996,Collision
Feb,4,Sunday,Chevrolet,Urban,Tuesday,Mar,1,Male,Married,36,Third Party,Sedan,22521,0,2,400,3,59,32,1,6,40,No,No,External,6,-1,1,1996,All Perils
Aug,1,Tuesday,Accura,Urban,Monday,Aug,2,Male,Married,29,Policy Holder,Utility,87015,1,6,400,3,48,39,0,6,35,No,No,External,0,6,2,1996,All Perils
Mar,1,Tuesday,Honda,Urban,Tuesday,Mar,2,Female,Single,30,Policy Holder,Sport,20866,0,7,400,1,60,44,5,6,35,No,No,External,6,-1,1,1996,Liability
Feb,4,Saturday,Pontiac,Rural,Thursday,Mar,1,Female,Married,52,Third Party,Sport,30287,0,11,400,4,37,57,0,7,44,No,No,External,9,-1,1,1996,Liability
Feb,4,Friday,Accura,Urban,Thursday,Mar,1,Male,Married,37,Policy Holder,Sport,26487,0,5,400,3,36,38,4,7,37,No,No,External,0,-1,1,1996,Liability
Feb,3,Friday,Ford,Urban,Friday,Feb,3,Male,Single,50,Policy Holder,Sport,33192,0,9,400,2,42,47,10,10,42,No,No,External,8,-1,1,1996,Liability
Feb,3,Wednesday,Mazda,Urban,Monday,Feb,4,Male,Married,26,Policy Holder,Sedan,25487,0,9,400,3,55,35,0,6,32,No,No,External,1,-1,1,1996,All Perils
Feb,3,Thursday,Honda,Urban,Friday,Feb,3,Male,Married,27,Policy Holder,Sport,84855,0,3,400,2,33,51,1,5,34,No,No,External,0,-1,1,1996,Liability
Feb,1,Sunday,Accura,Rural,Thursday,Mar,1,Male,Married,32,Third Party,Sedan,31136,0,4,400,3,57,56,0,6,33,No,No,External,0,-1,1,1996,All Perils
Feb,1,Sunday,Toyota,Rural,Monday,Feb,2,Male,Married,72,Policy Holder,Sedan,28583,0,16,400,3,50,47,0,9,67,No,No,External,3,-1,1,1996,All Perils
Aug,1,Thursday,Pontiac,Urban,Thursday,Aug,2,Female,Married,41,Third Party,Sedan,17625,0,7,400,3,60,36,0,7,37,No,No,External,0,-1,1,1996,Collision
Jan,4,Thursday,Pontiac,Urban,Tuesday,Feb,1,Male,Single,26,Policy Holder,Sedan,9385,0,7,400,1,34,47,3,7,33,No,No,External,9,-1,1,1996,All Perils
Jan,4,Wednesday,Honda,Urban,Wednesday,Jan,4,Male,Single,0,Policy Holder,Sport,92538,0,12,400,2,49,54,7,1,16,No,No,External,0,-1,1,1996,Liability
Jan,3,Wednesday,Honda,Urban,Friday,Feb,2,Male,Married,29,Policy Holder,Sedan,24436,0,6,400,3,56,38,4,6,34,No,No,External,0,-1,1,1996,All Perils
Jan,3,Tuesday,Toyota,Urban,Monday,Feb,2,Male,Married,57,Third Party,Sedan,23292,0,11,400,3,31,52,0,10,57,No,No,External,0,-1,1,1996,All Perils
Jan,2,Wednesday,Mazda,Urban,Tuesday,Feb,1,Male,Married,31,Policy Holder,Sedan,21269,0,4,400,2,31,46,1,7,32,No,No,External,0,-1,1,1996,Collision
Jan,2,Wednesday,Pontiac,Urban,Thursday,Jan,2,Female,Married,44,Policy Holder,Sedan,27848,0,5,400,1,41,33,1,6,37,No,No,External,6,-1,1,1996,Collision
Jan,2,Monday,Toyota,Urban,Monday,Jan,4,Male,Married,57,Policy Holder,Sedan,28224,0,4,400,3,60,40,0,13,62,No,No,External,0,-1,1,1996,Collision
Dec,5,Tuesday,Pontiac,Rural,Thursday,Feb,4,Female,Single,57,Policy Holder,Sedan,28292,0,3,400,3,32,49,0,9,64,No,No,External,0,-1,1,1996,All Perils
Aug,1,Thursday,Toyota,Urban,Monday,Aug,2,Female,Married,36,Policy Holder,Sedan,13891,1,11,400,1,48,32,1,7,39,No,No,External,2,-1,4,1996,All Perils
Dec,4,Tuesday,Mazda,Urban,Thursday,Oct,1,Male,Married,54,Policy Holder,Utility,81249,0,16,400,3,57,45,0,7,49,No,No,External,7,-1,1,1996,All Perils
Dec,1,Sunday,Honda,Rural,Wednesday,May,2,Male,Single,28,Policy Holder,Sedan,27853,0,3,400,1,47,42,4,5,34,No,No,External,2,-1,1,1996,Collision
Apr,3,Tuesday,Pontiac,Urban,Thursday,Apr,4,Male,Married,49,Third Party,Sport,21634,0,13,400,1,44,43,4,5,47,No,No,External,0,7,2,1996,Liability
Apr,2,Thursday,Accura,Urban,Friday,Apr,2,Male,Single,49,Third Party,Sedan,31392,0,2,400,2,40,50,0,15,47,No,No,External,0,-1,1,1996,Collision
Apr,1,Saturday,Chevrolet,Urban,Thursday,Apr,2,Male,Single,27,Third Party,Sedan,38572,0,1,400,4,47,47,3,7,35,No,No,External,1,-1,1,1996,Collision
Apr,1,Friday,Honda,Rural,Tuesday,Apr,1,Male,Single,0,Policy Holder,Sport,84379,0,3,400,2,53,55,0,0,17,No,No,External,0,-1,1,1996,Liability
Mar,4,Thursday,Saturn,Rural,Friday,Apr,1,Male,Married,37,Policy Holder,Sedan,21745,0,7,400,2,41,53,1,7,37,No,No,External,0,-1,1,1996,Collision
Mar,4,Wednesday,Honda,Urban,Wednesday,Apr,2,Male,Single,25,Policy Holder,Sedan,24507,0,4,400,2,44,54,2,6,30,No,No,External,3,-1,1,1996,Collision
Apr,3,Saturday,Pontiac,Urban,Tuesday,Apr,4,Male,Divorced,53,Policy Holder,Sedan,20067,0,1,400,1,55,39,4,7,46,No,No,External,5,-1,1,1996,Collision
Aug,1,Friday,Ford,Urban,Monday,Aug,2,Male,Married,53,Policy Holder,Sedan,49085,1,3,400,1,46,55,0,15,48,No,No,External,3,-1,1,1996,All Perils
Jun,1,Monday,Pontiac,Urban,Monday,Jun,1,Male,Married,34,Policy Holder,Sedan,30175,0,14,400,3,37,55,1,7,31,No,No,External,3,-1,1,1996,Collision
Oct,4,Saturday,Mazda,Urban,Tuesday,Oct,4,Male,Married,36,Policy Holder,Sport,30850,0,11,400,4,49,39,7,7,39,No,No,External,10,-1,1,1996,Liability
Nov,1,Friday,Mazda,Urban,Monday,Nov,2,Male,Married,45,Policy Holder,Utility,80611,0,13,400,1,35,55,3,7,37,No,No,External,9,-1,1,1996,All Perils
Aug,1,Saturday,Mazda,Urban,Tuesday,Sep,2,Female,Married,57,Third Party,Sedan,25496,0,11,400,1,56,45,1,14,64,No,No,External,2,-1,1,1996,All Perils
Mar,3,Friday,Honda,Urban,Friday,Mar,3,Female,Married,36,Policy Holder,Sedan,38458,0,8,400,1,56,35,1,7,37,No,No,External,0,-1,1,1996,Collision
Aug,1,Saturday,Mazda,Urban,Thursday,Aug,2,Male,Single,34,Policy Holder,Sport,94458,1,15,400,1,53,38,0,6,33,No,No,External,4,-1,1,1996,Collision
Aug,1,Thursday,Toyota,Urban,Friday,Aug,2,Male,Married,64,Third Party,Sedan,26372,0,5,400,2,37,40,0,11,65,No,No,External,10,-1,1,1996,All Perils
Dec,2,Thursday,Chevrolet,Urban,Thursday,Dec,2,Male,Married,38,Policy Holder,Sport,40674,0,2,400,2,49,31,3,12,36,No,No,External,0,-1,1,1996,Liability
Apr,4,Wednesday,Mercury,Urban,Thursday,Apr,5,Female,Married,39,Policy Holder,Sedan,74085,0,16,400,4,36,34,1,11,37,No,No,External,0,-1,1,1996,Collision
Apr,5,Thursday,VW,Urban,Friday,Apr,5,Male,Married,63,Policy Holder,Sport,61795,0,13,400,1,58,33,5,6,58,No,No,External,3,-1,1,1996,Liability
Mar,3,Monday,Honda,Urban,Tuesday,Mar,3,Male,Married,30,Policy Holder,Sport,26098,0,6,400,1,51,37,1,7,35,No,No,External,2,-1,1,1996,Liability
Jun,5,Tuesday,Mercury,Urban,Friday,Jul,1,Male,Married,35,Policy Holder,Sedan,21114,0,11,400,1,51,33,2,7,31,No,No,External,0,-1,1,1996,Collision
Jun,2,Monday,Pontiac,Urban,Thursday,Jun,3,Male,Single,45,Policy Holder,Sedan,28152,0,1,400,3,55,59,3,7,37,No,No,External,3,-1,1,1996,Collision
Sep,4,Tuesday,Honda,Urban,Tuesday,Sep,4,Male,Single,41,Policy Holder,Sport,36341,0,6,500,1,43,33,4,7,36,No,No,External,0,1,2,1996,Liability
Sep,5,Wednesday,Pontiac,Urban,Thursday,Sep,5,Male,Married,32,Third Party,Sedan,35823,0,2,400,1,52,35,3,6,33,No,No,External,3,-1,1,1996,All Perils
Apr,3,Saturday,Honda,Urban,Wednesday,Apr,3,Female,Married,54,Third Party,Sedan,17581,0,5,400,1,59,33,0,11,41,No,No,External,0,-1,1,1996,Collision
May,1,Tuesday,Toyota,Urban,Wednesday,May,1,Male,Married,46,Third Party,Sedan,22503,0,5,400,2,35,60,0,14,48,No,No,External,8,-1,1,1996,Collision
Apr,4,Tuesday,Mazda,Urban,Tuesday,Apr,4,Male,Married,44,Policy Holder,Sedan,37334,0,4,400,2,41,44,4,7,38,No,No,External,2,-1,1,1996,Collision
Aug,5,Wednesday,Mazda,Urban,Wednesday,Aug,5,Male,Married,57,Policy Holder,Sport,25142,0,6,400,1,55,40,4,7,55,No,No,External,7,-1,1,1996,Liability
Aug,2,Monday,Mazda,Rural,Tuesday,Aug,2,Male,Single,42,Policy Holder,Sport,20390,0,5,400,3,34,52,4,7,40,No,No,External,0,-1,1,1996,Liability
Aug,2,Monday,Chevrolet,Urban,Tuesday,Aug,2,Female,Single,55,Policy Holder,Sport,21372,0,15,400,3,46,40,3,6,45,No,No,External,0,-1,1,1996,Liability
Aug,1,Saturday,Mazda,Urban,Thursday,Aug,3,Male,Married,29,Third Party,Sport,77927,0,5,400,3,32,57,2,7,32,Yes,No,External,0,-1,1,1996,Collision
Jun,4,Friday,Honda,Urban,Friday,Jun,4,Male,Single,48,Policy Holder,Sedan,24599,0,8,400,2,55,37,1,9,41,No,No,External,9,-1,1,1996,All Perils
May,4,Wednesday,Mazda,Urban,Monday,May,5,Male,Married,23,Policy Holder,Sedan,99924,0,15,400,4,32,49,0,5,30,No,No,External,6,-1,1,1996,Collision
Sep,1,Sunday,Honda,Urban,Wednesday,Sep,2,Male,Married,48,Third Party,Sedan,22626,0,16,400,2,52,37,1,9,47,No,No,External,3,-1,1,1996,All Perils
Jul,4,Friday,Pontiac,Rural,Tuesday,Jul,4,Male,Married,48,Policy Holder,Sedan,24749,0,14,400,4,58,38,4,8,48,No,No,External,7,-1,1,1996,Collision
Dec,1,Friday,Accura,Urban,Monday,Dec,2,Male,Married,50,Policy Holder,Sedan,30608,0,8,400,3,33,36,0,14,45,No,No,External,0,-1,1,1996,All Perils
Apr,4,Friday,Mazda,Urban,Friday,Apr,5,Female,Married,31,Policy Holder,Sedan,21378,0,16,400,1,47,37,1,7,33,No,No,External,0,-1,1,1996,Collision
Sep,3,Wednesday,Pontiac,Urban,Thursday,Oct,1,Male,Married,68,Policy Holder,Utility,49664,0,11,400,1,50,50,1,11,68,No,No,External,8,-1,1,1996,All Perils
Oct,4,Sunday,Pontiac,Rural,Monday,Oct,4,Male,Single,29,Third Party,Sedan,22354,0,4,400,1,47,41,4,6,33,No,No,External,6,-1,1,1996,All Perils
Oct,1,Thursday,Toyota,Urban,Monday,Nov,1,Male,Married,56,Policy Holder,Sedan,34866,0,13,400,3,40,43,6,13,55,No,No,External,6,-1,3,1996,Collision
Dec,3,Wednesday,Toyota,Urban,Wednesday,Dec,3,Male,Single,71,Policy Holder,Sedan,24974,0,8,400,1,41,44,1,15,77,No,No,External,8,-1,1,1996,Collision
Aug,1,Sunday,Honda,Urban,Friday,Aug,3,Male,Married,53,Policy Holder,Sedan,23196,1,1,400,4,42,54,0,12,41,No,No,External,10,-1,1,1996,Collision
Oct,2,Saturday,Toyota,Urban,Monday,Oct,2,Male,Single,32,Third Party,Sedan,21333,0,12,400,1,45,31,0,7,32,No,No,External,2,-1,1,1996,Collision
Oct,2,Monday,Mazda,Urban,Tuesday,Oct,2,Male,Married,46,Policy Holder,Sport,38715,0,6,400,4,55,32,8,7,50,No,No,External,0,7,2,1996,Liability
Apr,2,Thursday,Pontiac,Urban,Thursday,Apr,2,Male,Single,25,Policy Holder,Sedan,23062,0,5,400,1,51,52,4,5,30,No,No,External,1,-1,1,1996,Collision
Aug,2,Monday,Honda,Urban,Thursday,Aug,3,Male,Married,46,Policy Holder,Sedan,38276,1,8,400,1,54,49,1,11,46,No,No,External,9,-1,1,1996,Collision
Jul,1,Tuesday,VW,Urban,Thursday,Jul,1,Male,Married,55,Policy Holder,Sport,64777,0,5,400,4,43,58,0,12,47,No,No,Internal,1,-1,1,1996,Liability
Jul,5,Friday,Pontiac,Urban,Monday,Aug,3,Female,Married,42,Policy Holder,Sedan,6213,0,6,400,1,32,47,3,6,40,No,No,External,8,-1,1,1996,Collision
Aug,2,Monday,Chevrolet,Urban,Thursday,Aug,2,Male,Married,52,Third Party,Sedan,84063,0,12,400,4,36,35,7,13,43,No,No,External,3,-1,1,1996,Collision
Aug,3,Sunday,Honda,Urban,Tuesday,Sep,3,Male,Divorced,27,Policy Holder,Sedan,24096,0,7,400,4,14,49,1,6,34,No,No,External,0,-1,1,1996,Collision
Oct,1,Monday,Pontiac,Urban,Thursday,Oct,1,Female,Married,34,Policy Holder,Sedan,27592,0,1,400,3,34,32,1,6,32,No,No,External,3,-1,1,1996,Collision
Aug,4,Tuesday,Chevrolet,Urban,Thursday,Sep,1,Male,Married,52,Third Party,Sedan,93245,0,8,400,3,43,48,0,12,41,No,No,External,8,-1,1,1996,All Perils
Sep,4,Friday,Chevrolet,Urban,Tuesday,Oct,1,Male,Married,65,Policy Holder,Sedan,95299,0,7,400,2,52,44,0,11,58,No,No,External,0,-1,1,1996,Collision
Aug,2,Monday,Pontiac,Urban,Friday,Sep,4,Male,Married,41,Third Party,Sedan,6162,0,12,400,2,18,35,0,15,39,No,No,External,0,-1,1,1996,Collision
Jun,2,Wednesday,Chevrolet,Urban,Thursday,Jun,3,Male,Single,27,Policy Holder,Sedan,27721,0,4,400,2,33,40,1,7,35,No,No,External,1,-1,1,1996,Collision
Oct,3,Saturday,Pontiac,Urban,Wednesday,Nov,1,Male,Married,64,Policy Holder,Sedan,30293,0,8,400,1,47,56,4,7,61,No,No,External,2,-1,1,1996,Collision
Mar,3,Wednesday,Mazda,Urban,Tuesday,Mar,4,Male,Married,30,Third Party,Sport,99862,0,1,400,2,45,43,2,6,32,No,No,External,0,-1,1,1996,Collision
Mar,1,Monday,Pontiac,Urban,Tuesday,Mar,2,Male,Single,30,Policy Holder,Sedan,21219,0,3,400,4,48,38,0,6,33,No,No,External,0,-1,1,1996,Collision
Feb,3,Monday,Pontiac,Urban,Tuesday,Feb,4,Male,Married,42,Policy Holder,Sedan,25192,0,5,400,1,31,53,3,11,39,No,No,External,2,-1,1,1996,Collision
Aug,2,Tuesday,Saab,Urban,Monday,Aug,3,Male,Married,39,Policy Holder,Sedan,28303,1,2,400,2,37,46,0,13,37,No,No,External,0,-1,1,1996,Collision
Jul,1,Friday,Honda,Rural,Tuesday,Jul,1,Male,Single,32,Third Party,Sedan,28409,0,2,400,3,33,53,3,6,33,No,No,External,0,-1,1,1996,All Perils
Jul,1,Saturday,Honda,Urban,Wednesday,Jul,1,Male,Married,60,Policy Holder,Sedan,27875,0,15,400,2,59,42,1,10,61,No,No,External,1,-1,1,1996,Collision
Feb,1,Friday,Mazda,Urban,Wednesday,Feb,2,Male,Single,35,Policy Holder,Sedan,21400,0,5,400,2,34,46,0,5,33,No,No,External,0,-1,1,1996,Collision
Nov,4,Thursday,Toyota,Urban,Thursday,Nov,4,Male,Married,41,Policy Holder,Sedan,26124,0,2,400,2,41,54,2,6,39,No,No,External,0,-1,1,1996,Collision
Dec,2,Sunday,Mazda,Urban,Tuesday,Dec,2,Male,Single,30,Policy Holder,Sport,25771,0,5,400,2,33,45,4,5,31,No,No,External,0,4,2,1996,Liability
Aug,2,Tuesday,Honda,Rural,Thursday,Aug,2,Male,Single,24,Third Party,Sedan,27372,0,15,400,3,12,22,1,5,29,No,No,External,0,-1,1,1996,Collision
Aug,1,Thursday,Pontiac,Urban,Friday,Aug,1,Male,Married,31,Policy Holder,Sedan,32202,0,5,400,2,51,59,3,6,34,No,No,Internal,10,-1,1,1996,Collision
Jul,2,Wednesday,Pontiac,Urban,Friday,Jul,3,Male,Single,31,Policy Holder,Sedan,20728,0,7,400,3,51,47,0,5,31,No,No,External,0,-1,1,1996,All Perils
Jul,3,Friday,Pontiac,Urban,Wednesday,Jul,4,Male,Married,30,Policy Holder,Sedan,23006,0,3,400,2,31,46,10,7,32,No,No,External,4,-1,1,1996,All Perils
Sep,4,Tuesday,Honda,Rural,Tuesday,Sep,4,Male,Married,42,Policy Holder,Sport,24479,0,10,400,3,50,38,2,7,40,No,No,External,9,-1,1,1996,Liability
Jun,2,Sunday,Ford,Urban,Thursday,Jun,3,Female,Single,47,Policy Holder,Sport,32079,0,15,400,1,43,52,1,8,45,No,No,External,4,-1,1,1996,Liability
Dec,3,Thursday,Honda,Urban,Monday,Jan,4,Male,Married,51,Policy Holder,Sport,48804,0,4,400,4,55,53,3,7,48,No,No,External,9,-1,1,1996,Liability
Aug,2,Thursday,Mazda,Urban,Friday,Aug,2,Female,Married,30,Third Party,Sedan,28557,0,13,400,4,46,57,0,7,33,No,No,External,0,-1,1,1996,All Perils
Aug,2,Wednesday,Toyota,Urban,Friday,Aug,4,Male,Single,27,Policy Holder,Sedan,25465,1,15,500,3,55,39,2,6,33,No,No,External,0,3,1,1996,Collision
Jun,2,Tuesday,Pontiac,Urban,Wednesday,Jun,3,Male,Single,30,Third Party,Sedan,23955,0,1,400,1,55,55,2,6,33,No,No,External,7,-1,1,1996,All Perils
Jun,2,Tuesday,Toyota,Rural,Wednesday,Jun,2,Male,Married,42,Policy Holder,Sedan,20598,0,12,400,3,57,45,2,6,38,No,No,External,0,-1,1,1996,Collision
Mar,4,Sunday,Pontiac,Urban,Thursday,Apr,2,Male,Married,28,Policy Holder,Sedan,20085,0,10,400,3,52,59,2,6,31,No,No,External,2,-1,1,1996,Collision
Mar,2,Saturday,Accura,Urban,Wednesday,Mar,3,Male,Married,40,Policy Holder,Utility,70325,0,7,400,1,40,32,0,10,40,No,No,External,0,-1,1,1996,All Perils
Aug,2,Friday,Honda,Urban,Thursday,Aug,3,Male,Married,53,Third Party,Sedan,27743,0,9,400,2,54,33,3,14,45,No,No,External,0,-1,1,1996,Collision
Mar,2,Saturday,Honda,Urban,Monday,Mar,3,Male,Single,0,Policy Holder,Sport,98870,0,8,400,1,55,48,4,0,16,No,No,External,0,-1,1,1996,Liability
